item_id,group_id,writer_id,test_fold
21,component-6f4b6612125fb3a0,56a75bcc6a524cfd42ed603bef923e85,4
210,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2100,component-4f5131ea0c5a3e7f,02b97aa07c2fc9c81b5520592c7e8d2c,4
2101,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
2102,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2103,component-8cd32e25edb628ca,d4518d3887ca266ed7a8748afb75119e,0
2104,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2105,component-9c93522c01b6a1b5,50ca28f275838edf4b8744a629543dd2,3
2106,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,2
2107,component-74e7091094989907,5f776c3cf521d418ddc65a2f8a72e9e3,3
2108,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2109,component-688e73b3e7b39815,205b46648f147e1a5ef52ea07af00af6,4
211,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
2110,component-95d11a1a88e7893f,12511b11e77c0fd9f016a620eaa1f7b4,3
2111,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,4
2112,component-481927f99acf42a0,175f826e4bf4ef42ee78185537248c81,0
2113,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,3
2114,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
2115,component-1105a923124f5efc,1960761e30eaf699ec8320c5fca813dc,2
2116,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
2117,component-b34afe030e9297dc,35c0585a748521e4e02f2cb0b1c5a670,0
2118,component-1788c74b1c926286,c079d2fd7e1214f5a318eeb1cee5a7db,3
2119,component-20756d2b18a439fe,9f90552a56ef097d5f437cfff57728af,0
212,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
2120,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,2
2121,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2122,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2123,component-dc43904674130d37,2ec85e1f6cef3d83e8d87b3119640cfa,1
2124,component-70e8d52a9b4616e7,15896e22b3eafb855151e1c79d5a7d8a,1
2125,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
2126,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
2127,component-8cd32e25edb628ca,d4518d3887ca266ed7a8748afb75119e,0
2128,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2129,component-33f849de3622f07a,e0eb5b76296e8afea61767d14c2885cd,2
213,component-d48ff4b2f68a10fd,f8347c3a2b59b3bdd27a1b275ceef1af,2
2130,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
2131,component-c49b0dece16c3a6b,3fc372a6edde3e1d1172073cf6b72e4d,4
2132,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,3
2133,component-3c1d9213f8765a2a,d3d17a7acd10ee59dfd8feabbcab5288,0
2134,component-daab3aa68185b677,36542ad464958db9867f6a7844234c35,1
2135,component-fb48aaf65ec04e4b,74fcd544483757dfac700e09f30c65ba,2
2136,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2137,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
2138,component-d257337668436fcc,69451de02e2c26787d69a77def43c5be,2
2139,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,4
214,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,4
2140,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,3
2141,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,4
2142,component-8c9089be2f18fb28,adce8547f81fd2a416f48e56ce784a72,0
2143,component-d100b54b5b8789ff,605bb37881140f45cfecadf22e83eac7,0
2144,component-db6529e972a44a4d,89e5c16e9c4661550ca5a49007af19b5,2
2145,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
2146,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2147,component-96c7345b3ef8140d,a898deab1798d35f3befeb7ddee39ebd,3
2149,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
215,component-3920f13df0dc5a97,f29aa2d9930b2c3005e4176f70479f9e,2
2150,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2151,component-b34afe030e9297dc,35c0585a748521e4e02f2cb0b1c5a670,0
2152,component-1422ba74bf2e76ff,cf2aa86a12eb1e74fb275e391fd0a0b4,2
2153,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,4
2154,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,3
2155,component-1e1e81823020205b,0772472833698004228e919149c69701,1
2156,component-188db7f5c98d585b,4e87c8702d10784cb46c8d0f9be63210,1
2157,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,1
2158,component-f06ca10f4977ea7a,82f4ae46a51f902d2c5d146f3b8d49e8,3
2159,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,3
216,component-6504abbd1ef333e9,18fa800cc02bc318c94d6415c23172cd,0
2160,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,3
2161,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,1
2163,component-443e975fadd5ca9c,97d57987632cff989a344d1fc4640dd5,4
2164,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,3
2165,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,2
2166,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2167,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
2168,component-59933d776452c8a5,e62a8e7687dd09e9edb49cdd79ac81b9,4
2169,component-e2135c76ca7863e5,e5950c8af106349d3bde77b92b587c32,4
217,component-16badfc6202cb3f8,99907d478cdbaeb5388db3459408282c,3
2170,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,3
2171,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,4
2172,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,0
2173,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
2174,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,3
2175,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,4
2176,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
2178,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2179,component-22bad745f0d78ded,b0cc72b05e56c62f78c7417f5c0fc7cd,4
218,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,4
2180,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,4
2181,component-75a8cdbb2986623b,29c04fe1c8b2c4bc979ee3ea2ded76bf,3
2182,component-93989d0f14e7ec63,052c3661f71366f3b0bbb798cf69de98,1
2183,component-bc83cbb2d6dcba93,0520aa2bf9b054591f00957b9e725796,3
2184,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,2
2185,component-c60d3692ebbe6f8c,3e92c2134d4599ed8594b80f07dc91ec,2
2186,component-1105a923124f5efc,1960761e30eaf699ec8320c5fca813dc,2
2187,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
2188,component-95d11a1a88e7893f,12511b11e77c0fd9f016a620eaa1f7b4,3
2189,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,2
219,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
2190,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2191,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2192,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
2193,component-d1b0b7687f7bca92,b871e5cc66f76ca04b55866a15dd4665,3
2194,component-481927f99acf42a0,175f826e4bf4ef42ee78185537248c81,0
2195,component-5bc05e241527d767,b862b6c8067666d74b0e1aface0b0d3e,3
2196,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,1
2198,component-815106adc7256d3f,a5ffc196aa062589df3cdaf7adae5f8b,2
2199,component-f36e2794472c13ef,b622bc9a05882d0d6abff082938b51e8,4
22,component-785f3ec7eb32f30b,a880badbe5c3ab98cb1e7a1c18eafa8c,1
220,component-3920f13df0dc5a97,f29aa2d9930b2c3005e4176f70479f9e,2
2200,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,1
2202,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
2203,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
2204,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,2
2205,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,2
2206,component-c60d3692ebbe6f8c,3e92c2134d4599ed8594b80f07dc91ec,2
2207,component-1105a923124f5efc,1960761e30eaf699ec8320c5fca813dc,2
2208,component-688e73b3e7b39815,205b46648f147e1a5ef52ea07af00af6,4
2209,component-9e4067ac93c6febd,6b6eebfc83deea4fea1bf929230a91a6,2
2210,component-4321a844ee760ee6,60fad6da449d8bcc404eeb07b1bb643a,0
2211,component-ac1964eb089654e0,8ed96462e14b7e08362c992268b31ef3,1
2212,component-05c8bd5d4dcdb18b,5898c37a9a46b8c9b289c24611253043,3
2213,component-88cf986449b61aeb,5cb2ac870c6c24a267d36411c5eee617,0
2214,component-4ff57f0bce33b3f1,6f68c0956bba52adbcf3cc60b9a6f7cc,1
2215,component-7de25656de2fdb7d,1ce71b6ac5f663a0b42fb6f1fbee8d21,0
2217,component-1dffd68e5364ca23,0ac991e95b5215331187e2a99026b175,4
2218,component-58763bceaddcad67,8bf45189c0cd6ac9db540664ab032a25,4
2219,component-52018340d5255b7d,cab07429007b2226ef43ee20f370e62f,0
222,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
2220,component-230ad27c6e6e2766,961c8f1eeff1c5fa7d581c339edd2950,2
2221,component-0337d6fcd298bc66,f3ff2b8aa9b422b423be0cf293538ad4,1
2222,component-edee29f882543b95,8c2bbd43838f4731e870e982ad2744cc,4
2223,component-fccb6362a9a78e11,9862fc14ed5588a6a19cf51eb4e16eeb,4
2224,component-9d9f3c4ea93d3640,21b28f3c505cb053361b9073227889b0,0
2225,component-90d441ee3fce238c,7a8267f910ceb6f68f247156d7efac4d,3
2226,component-cf2661b79280502b,0cb857d86212393e9ad6d210ed3e343c,4
2227,component-2730a07b09001328,c2df42f2a4614a641d097d558dc2e0c6,1
2228,component-3f14a60b7590cb27,b446e82d7880da2ac09bdfa1fcca6753,3
2229,component-09dc1bb2b25a72c6,fd91babda8f650a854e5fc739b611405,1
2230,component-903a4207be29cb52,c68ece4523fd19464605632c3632e0dc,1
2231,component-b847856411aef26f,b9a4169a759025fb6031d204a5f82aa1,1
2232,component-48fe0661615dd0a2,e31c8ab8ab933ee216cd041e3199ebd7,3
224,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,3
225,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,3
226,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,2
227,component-dfe62e836a0a6f26,e68a1b8496559da478924f96121f485b,2
228,component-9d693eeee1d1899c,b83c0d7f087ed2c736f31962ea1d8e17,4
229,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
23,component-dc43904674130d37,2ec85e1f6cef3d83e8d87b3119640cfa,1
230,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
231,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
232,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,4
233,component-c0509a487a18b003,1883ce91ecda8ead0c7c0185433b4879,4
235,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
237,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
238,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,3
239,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,0
24,component-c2356069e9d1e79c,9e5c95af2f73501ac5c604576af76873,4
240,component-508550b29f2136a2,ca219a7015d8f23e3760343f213f27c5,3
241,component-d100b54b5b8789ff,605bb37881140f45cfecadf22e83eac7,0
242,component-14063697603e22d6,06657290905a42e3aaff0df50d209f64,1
243,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,3
244,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,2
245,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
246,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
247,component-396f804443825586,21f5eb7a0a5d7cd22b7cca301593d6f4,0
248,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,2
249,component-9f484139a27415ae,1a6e7c698caf805c2ef14127b6c528dc,1
25,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,3
250,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,4
251,component-d257337668436fcc,69451de02e2c26787d69a77def43c5be,2
252,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,4
253,component-e7866fdc6672f827,6ea358bdd2bb85cd3a1d85667dce65c9,1
254,component-9512d95d00d61bde,0d167c8f2533ac37b455263fe54ce9c7,3
255,component-6504abbd1ef333e9,18fa800cc02bc318c94d6415c23172cd,0
256,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,4
257,component-4c970004b0678d43,0374d808f34f7969d7609f1fb90f2e33,1
259,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,1
26,component-5f9c4ab08cac7457,fa0a4aca7afe8e9562355122b283d553,4
260,component-8cd32e25edb628ca,d4518d3887ca266ed7a8748afb75119e,0
261,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,3
262,component-22bad745f0d78ded,b0cc72b05e56c62f78c7417f5c0fc7cd,4
263,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
264,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,3
265,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,0
266,component-443e975fadd5ca9c,97d57987632cff989a344d1fc4640dd5,4
267,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,2
268,component-8b496bf96bbcc9e5,5859257f7cdeccec704af61730f19f85,4
